,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,cluster
1865,Tales of Symphonia,GC,2003.0,Role-Playing,Nintendo,0.54,0.21,0.31,0.04,1.1,86.0,60.0,8.5,176.0,Namco,T,0
1866,LEGO City Undercover,WiiU,2013.0,Platform,Nintendo,0.47,0.42,0.13,0.08,1.1,80.0,66.0,8.2,283.0,TT Games,E10+,2
1867,Need for Speed: ProStreet,Wii,2007.0,Racing,Electronic Arts,0.53,0.45,0.0,0.12,1.1,61.0,16.0,6.9,14.0,EA Games,E10+,1
1868,GRID,PS3,2008.0,Racing,Codemasters,0.31,0.56,0.03,0.2,1.1,87.0,39.0,8.1,109.0,Codemasters,E,2
1869,Medal of Honor: Airborne,X360,2007.0,Shooter,Electronic Arts,0.45,0.52,0.01,0.12,1.1,73.0,54.0,6.7,77.0,Electronic Arts,T,0
1870,Star Ocean: The Second Story,PS,1998.0,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1,80.0,13.0,8.5,44.0,Tri-Ace,E,1
1872,NCAA Football 14,X360,2013.0,Sports,Electronic Arts,1.01,0.0,0.0,0.08,1.09,77.0,18.0,5.8,74.0,EA Tiburon,E,1
1873,Yakuza 2,PS2,2006.0,Adventure,Sega,0.05,0.04,0.84,0.16,1.09,77.0,34.0,8.1,52.0,Amusement Vision,M,2
1874,Guitar Hero 5,PS3,2009.0,Misc,Activision,0.53,0.39,0.0,0.17,1.09,86.0,54.0,5.7,87.0,Neversoft Entertainment,T,2
1875,Dragon Ball Z: The Legacy of Goku II,GBA,2003.0,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09,75.0,21.0,8.9,39.0,Webfoot Technologies,E,1
1876,NERF N-Strike,Wii,2008.0,Shooter,Electronic Arts,0.91,0.09,0.0,0.09,1.09,66.0,13.0,4.4,7.0,"EA Redwood Shores, EA Salt Lake",E10+,0
1877,NFL 2K1,DC,2000.0,Sports,Sega,1.02,0.05,0.0,0.02,1.09,97.0,22.0,6.0,47.0,Visual Concepts,E,1
1879,Untold Legends: Brotherhood of the Blade,PSP,2005.0,Role-Playing,Activision,0.54,0.33,0.01,0.22,1.09,68.0,51.0,7.6,58.0,Sony Online Entertainment,T,0
1880,Project CARS,PS4,2015.0,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,83.0,37.0,6.6,363.0,Slightly Mad Studios,E,1
1881,Madden NFL 2004,XB,2003.0,Sports,Electronic Arts,1.02,0.02,0.0,0.05,1.09,92.0,27.0,8.3,48.0,EA Tiburon,E,1
1882,Sonic and the Black Knight,Wii,2009.0,Platform,Sega,0.64,0.34,0.01,0.1,1.09,54.0,51.0,6.9,198.0,Sonic Team,E10+,2
1883,The Godfather,PS2,2006.0,Action,Electronic Arts,0.89,0.03,0.01,0.15,1.09,75.0,56.0,8.3,99.0,Electronic Arts,M,2
1884,Sonic Free Riders,X360,2010.0,Racing,Sega,0.74,0.25,0.0,0.09,1.09,47.0,52.0,2.1,98.0,Sega,E,1
1885,Star Wars: Bounty Hunter,PS2,2002.0,Shooter,LucasArts,0.53,0.42,0.0,0.14,1.09,65.0,32.0,8.3,33.0,LucasArts,T,0
1887,WWE SmackDown vs. Raw 2011,PS3,2010.0,Fighting,THQ,0.44,0.46,0.01,0.18,1.09,74.0,42.0,6.9,41.0,Yuke's,T,2
1889,NCAA Football 13,X360,2012.0,Action,Electronic Arts,1.02,0.0,0.0,0.07,1.09,76.0,20.0,5.5,65.0,EA Tiburon,E,1
1890,Skate 2,X360,2009.0,Sports,Electronic Arts,0.82,0.17,0.01,0.09,1.09,84.0,70.0,8.0,72.0,EA Black Box,T,2
1892,NASCAR Thunder 2004,PS2,2003.0,Racing,Electronic Arts,0.53,0.41,0.0,0.14,1.08,88.0,15.0,8.9,77.0,EA Tiburon,E,1
1895,Namco Museum Battle Collection,PSP,2005.0,Misc,Sony Computer Entertainment,0.75,0.18,0.0,0.16,1.08,73.0,28.0,7.2,9.0,TOSE,E10+,1
1897,Empire: Total War,PC,2009.0,Strategy,Sega,0.01,0.97,0.0,0.1,1.08,90.0,62.0,6.9,2981.0,Creative Assembly,T,2
1898,Virtua Fighter 5,PS3,2007.0,Fighting,Sega,0.29,0.51,0.08,0.2,1.08,85.0,47.0,7.4,67.0,Sega AM2,T,2
1899,Dante's Inferno,PS3,2010.0,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75.0,69.0,7.5,265.0,Visceral Games,M,2
1902,Tom Clancy's Ghost Recon 2,PS2,2004.0,Shooter,Ubisoft,0.64,0.34,0.0,0.1,1.08,58.0,21.0,6.0,19.0,Ubisoft Shanghai/Paris,T,0
1904,Forza Horizon 3,XOne,2016.0,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,1.08,91.0,90.0,7.4,594.0,Playground Games,E,2
1907,Star Wars: The Force Unleashed,PSP,2008.0,Action,LucasArts,0.43,0.4,0.0,0.24,1.08,70.0,10.0,8.1,49.0,Krome Studios,T,0
1908,Dragon Ball Z: Taiketsu,GBA,2003.0,Fighting,Atari,0.77,0.29,0.0,0.02,1.08,40.0,23.0,6.1,22.0,Webfoot Technologies,T,0
1910,Star Fox: Assault,GC,2005.0,Shooter,Nintendo,0.68,0.18,0.19,0.03,1.08,67.0,59.0,8.1,106.0,Namco,T,0
1911,Plants vs. Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts,0.51,0.47,0.0,0.09,1.08,69.0,6.0,7.3,121.0,PopCap,E10+,1
1912,The Simpsons Game,PSP,2007.0,Action,Electronic Arts,0.24,0.54,0.0,0.3,1.07,59.0,7.0,6.7,15.0,"Electronic Arts, Rebellion",T,0
1914,LEGO Star Wars II: The Original Trilogy,DS,2006.0,Action,LucasArts,0.96,0.03,0.0,0.08,1.07,47.0,9.0,5.0,38.0,Amaze Entertainment,E,0
1915,Call of Duty 3,PS2,2006.0,Shooter,Activision,0.89,0.03,0.0,0.15,1.07,82.0,14.0,7.4,83.0,Treyarch,T,0
1916,FIFA Soccer 11,Wii,2010.0,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.07,73.0,17.0,7.3,8.0,EA Sports,E,1
1918,Prince of Persia,PS3,2008.0,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07,85.0,59.0,7.3,245.0,Ubisoft Montreal,T,0
1924,Tomb Raider: Underworld,X360,2008.0,Action,Eidos Interactive,0.53,0.42,0.01,0.11,1.07,76.0,57.0,6.6,198.0,Crystal Dynamics,T,0
1926,Pro Evolution Soccer 2008,X360,2007.0,Sports,Konami Digital Entertainment,0.08,0.9,0.04,0.05,1.07,76.0,29.0,7.8,36.0,Konami,E,1
1927,SoulCalibur III,PS2,2005.0,Fighting,Namco Bandai Games,0.74,0.15,0.13,0.05,1.07,86.0,57.0,8.4,96.0,Namco,T,0
1928,Tiger Woods PGA Tour 10,Wii,2009.0,Sports,Electronic Arts,0.6,0.36,0.0,0.11,1.07,88.0,44.0,8.8,57.0,EA Tiburon,E,1
1931,World Tour Soccer,PSP,2005.0,Sports,Sony Computer Entertainment,0.1,0.63,0.0,0.34,1.07,70.0,31.0,5.6,5.0,SCEE,E,1
1932,Naruto: Ultimate Ninja Storm,PS3,2008.0,Fighting,Namco Bandai Games,0.49,0.34,0.09,0.15,1.07,75.0,32.0,8.6,95.0,CyberConnect2,T,0
1934,Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,66.0,62.0,5.9,552.0,Square Enix,T,2
1937,Mortal Kombat: Armageddon,PS2,2006.0,Fighting,Midway Games,0.88,0.04,0.0,0.14,1.06,75.0,43.0,8.5,84.0,Midway,M,2
1938,Freekstyle,PS2,2002.0,Racing,Electronic Arts,0.52,0.41,0.0,0.14,1.06,81.0,25.0,7.3,14.0,Page 44 Studios,E,1
1939,Grand Theft Auto: Chinatown Wars,PSP,2009.0,Action,Take-Two Interactive,0.28,0.49,0.03,0.27,1.06,90.0,77.0,7.3,146.0,Rockstar Leeds,M,2
1940,Spore Creatures,DS,2008.0,Simulation,Electronic Arts,0.66,0.3,0.0,0.1,1.06,65.0,20.0,6.5,21.0,Griptonite Games,E,0
1941,The Orange Box,PS3,2007.0,Shooter,Electronic Arts,0.28,0.58,0.0,0.21,1.06,89.0,21.0,8.4,188.0,EA Games,M,2
1943,DJ Hero,X360,2009.0,Misc,Activision,0.56,0.39,0.0,0.11,1.06,84.0,72.0,8.0,42.0,FreeStyleGames,T,2
1944,Bully: Scholarship Edition,X360,2008.0,Action,Take-Two Interactive,0.53,0.4,0.03,0.11,1.06,80.0,56.0,8.3,154.0,"Mad Doc Software, Rockstar Vancouver",T,0
1945,NBA Street V3,PS2,2005.0,Sports,Electronic Arts,0.52,0.41,0.0,0.14,1.06,89.0,36.0,8.7,37.0,EA Canada,E,1
1947,Hulk,PS2,2003.0,Action,Universal Interactive,0.52,0.41,0.0,0.14,1.06,71.0,28.0,8.3,22.0,Radical Entertainment,T,0
1948,Overwatch,XOne,2016.0,Shooter,Activision,0.63,0.33,0.0,0.1,1.06,91.0,18.0,5.6,668.0,Blizzard Entertainment,T,0
1951,Aliens vs Predator,X360,2010.0,Shooter,Sega,0.55,0.4,0.0,0.11,1.06,64.0,64.0,7.3,247.0,Rebellion,M,2
1952,Skylanders Giants,PS3,2012.0,Action,Activision,0.36,0.49,0.0,0.2,1.06,77.0,21.0,6.3,18.0,Toys for Bob,E10+,2
1953,Diablo II: Lord of Destruction,PC,2001.0,Role-Playing,Vivendi Games,1.03,0.02,0.0,0.0,1.06,87.0,21.0,9.1,639.0,Blizzard North,M,2
1954,Endless Ocean,Wii,2007.0,Adventure,Nintendo,0.43,0.46,0.09,0.09,1.06,72.0,42.0,8.1,61.0,Arika,E,1
1955,Spider-Man 2,GBA,2004.0,Action,Activision,0.76,0.28,0.0,0.02,1.06,65.0,12.0,7.7,6.0,Digital Eclipse,E,1
1956,Seek and Destroy,PS2,2002.0,Racing,Play It,0.52,0.4,0.0,0.14,1.06,63.0,9.0,8.8,10.0,Barnhouse Effect,T,0
1957,Darksiders,X360,2010.0,Action,THQ,0.67,0.28,0.01,0.1,1.06,83.0,81.0,7.9,292.0,Vigil Games,M,2
1958,Mercenaries 2: World in Flames,X360,2008.0,Shooter,Electronic Arts,0.65,0.3,0.01,0.1,1.06,72.0,69.0,7.2,152.0,Pandemic Studios,T,0
1960,Warhawk,PS3,2007.0,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06,84.0,50.0,8.4,183.0,Incognito Inc.,T,2
1961,DiRT 3,PS3,2011.0,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87.0,52.0,7.1,122.0,Codemasters,T,2
1962,Sega Superstars Tennis,Wii,2008.0,Sports,Sega,0.28,0.65,0.0,0.13,1.05,71.0,24.0,7.0,16.0,Sumo Digital,E10+,1
1963,DiRT,PS3,2007.0,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,83.0,32.0,8.0,32.0,Codemasters,E,1
1964,Call of Duty 4: Modern Warfare,DS,2007.0,Shooter,Activision,0.95,0.01,0.01,0.08,1.05,75.0,22.0,6.9,36.0,n-Space,T,1
1966,Resident Evil: The Darkside Chronicles,Wii,2009.0,Action,Capcom,0.46,0.31,0.2,0.09,1.05,75.0,55.0,8.0,60.0,Cavia Inc.,M,2
1967,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,PSP,2006.0,Shooter,Sony Computer Entertainment,0.81,0.11,0.0,0.13,1.05,81.0,31.0,9.0,36.0,Zipper Interactive,T,0
1974,NBA 2K3,PS2,2002.0,Sports,Sega,0.51,0.4,0.0,0.13,1.05,89.0,21.0,8.0,22.0,Visual Concepts,E,1
1975,LEGO The Lord of the Rings,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,82.0,16.0,8.3,85.0,TT Games,E10+,2
1976,The Simpsons: Road Rage,XB,2001.0,Racing,Electronic Arts,0.78,0.26,0.0,0.01,1.05,61.0,17.0,8.3,6.0,Fox Interactive,T,0
1977,Dave Mirra Freestyle BMX,PS,2000.0,Sports,Acclaim Entertainment,0.91,0.11,0.0,0.03,1.05,82.0,14.0,8.4,5.0,"Z-Axis, Ltd.",E,1
1978,EA Sports UFC,PS4,2014.0,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70.0,57.0,6.1,279.0,EA Sports,T,0
1979,Forza Motorsport,XB,2005.0,Racing,Microsoft Game Studios,0.52,0.51,0.0,0.02,1.05,92.0,73.0,7.6,213.0,Microsoft Game Studios,E,2
1980,Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80.0,35.0,7.9,32.0,Sega AM3,E,1
1982,MVP Baseball 2003,PS2,2003.0,Sports,Electronic Arts,0.51,0.4,0.0,0.13,1.04,81.0,22.0,8.9,17.0,EA Sports,E,1
1985,WWE SmackDown vs. Raw 2010,X360,2009.0,Fighting,THQ,0.56,0.37,0.01,0.1,1.04,80.0,59.0,8.4,36.0,Yuke's,T,2
1987,Sleeping Dogs,PS3,2012.0,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83.0,40.0,7.7,645.0,United Front Games,M,2
1990,Naruto: Clash of Ninja 2,GC,2003.0,Fighting,Nintendo,0.44,0.12,0.45,0.03,1.04,74.0,22.0,8.9,39.0,8ing/Raizing,T,0
1991,Dance Dance Revolution SuperNOVA,PS2,2006.0,Simulation,Konami Digital Entertainment,0.87,0.03,0.0,0.14,1.04,73.0,25.0,8.7,6.0,Konami,E10+,1
1992,Aliens vs Predator,PS3,2010.0,Shooter,Sega,0.41,0.46,0.0,0.18,1.04,65.0,57.0,7.3,168.0,Rebellion,M,2
1995,F-Zero: Maximum Velocity,GBA,2001.0,Racing,Nintendo,0.39,0.16,0.37,0.12,1.04,86.0,19.0,8.5,22.0,Nd Cube,E,1
1996,Sonic the Hedgehog,X360,2006.0,Platform,Sega,0.44,0.48,0.0,0.11,1.04,46.0,38.0,4.4,455.0,Sega,E10+,0
1998,Need for Speed: Most Wanted,XB,2005.0,Racing,Electronic Arts,0.53,0.46,0.0,0.05,1.04,83.0,32.0,8.8,29.0,EA Canada,T,0
1999,The Simpsons Game,X360,2007.0,Action,Electronic Arts,0.54,0.39,0.0,0.11,1.03,71.0,52.0,7.7,71.0,"Electronic Arts, EA Redwood Shores",T,0
2000,F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81.0,23.0,7.5,54.0,Codemasters,E,1
2001,Brink,X360,2011.0,Shooter,Bethesda Softworks,0.59,0.35,0.01,0.09,1.03,68.0,85.0,5.8,404.0,Splash Damage,T,0
2002,MX vs. ATV Unleashed,PS2,2005.0,Racing,THQ,0.86,0.03,0.0,0.14,1.03,79.0,30.0,8.4,17.0,Rainbow Studios,E,1
2003,WipEout Pure,PSP,2005.0,Racing,Sony Computer Entertainment,0.47,0.34,0.0,0.23,1.03,88.0,56.0,7.9,102.0,Studio Liverpool,E,1
2004,UFC Undisputed 3,PS3,2012.0,Action,THQ,0.55,0.32,0.03,0.13,1.03,86.0,30.0,7.4,92.0,Yuke's,T,2
2005,LEGO Pirates of the Caribbean: The Video Game,X360,2011.0,Action,Disney Interactive Studios,0.54,0.39,0.0,0.09,1.03,73.0,54.0,7.0,31.0,Traveller's Tales,E10+,2
2006,Tom Clancy's Ghost Recon Advanced Warfighter 2,PS3,2007.0,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.03,84.0,29.0,8.1,41.0,"Red Storm Entertainment, Ubisoft Paris",T,1
2007,Super Princess Peach,DS,2005.0,Platform,Nintendo,0.7,0.05,0.21,0.07,1.03,75.0,48.0,7.6,33.0,TOSE,E,1
2008,Guinness World Records: The Videogame,Wii,2008.0,Action,Warner Bros. Interactive Entertainment,0.46,0.47,0.0,0.11,1.03,67.0,12.0,7.0,8.0,TT Fusion,E10+,0
2009,NCAA March Madness 2004,PS2,2003.0,Sports,Electronic Arts,0.5,0.39,0.0,0.13,1.03,82.0,16.0,8.8,12.0,NuFX,E,1
2012,The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,86.0,74.0,8.4,329.0,"Tantalus Interactive, Tantatus, Nintendo",T,2
2013,LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,Activision,0.44,0.42,0.0,0.17,1.03,77.0,36.0,7.7,30.0,Traveller's Tales,E10+,2
2014,Tomb Raider,PC,1996.0,Action,Eidos Interactive,0.96,0.07,0.0,0.0,1.03,86.0,18.0,8.5,3552.0,"Crystal Dynamics, Nixxes Software",M,2
2015,Street Fighter Alpha 3,PS,1998.0,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03,93.0,12.0,8.5,46.0,Capcom,T,0
2016,MySims Agents,Wii,2009.0,Adventure,Electronic Arts,0.61,0.32,0.0,0.1,1.03,78.0,28.0,8.6,28.0,Electronic Arts,E,1
2018,MotorStorm: Arctic Edge,PSP,2009.0,Racing,Sony Computer Entertainment,0.16,0.57,0.0,0.29,1.02,79.0,58.0,8.8,39.0,Bigbig Studios,T,2
2019,FIFA Soccer 08,Wii,2007.0,Sports,Electronic Arts,0.32,0.59,0.01,0.11,1.02,65.0,13.0,6.1,26.0,EA Canada,E,1
2021,Tiger Woods PGA Tour 08,Wii,2007.0,Sports,Electronic Arts,0.93,0.01,0.0,0.08,1.02,72.0,24.0,7.0,22.0,EA Salt Lake,E,1
2022,Dragon Ball Z: Budokai Tenkaichi 3,Wii,2007.0,Fighting,Atari,0.32,0.36,0.26,0.09,1.02,72.0,27.0,8.4,61.0,"Spike, Namco Bandai Games",T,1
2023,Shrek 2,GC,2004.0,Platform,Activision,0.73,0.26,0.01,0.03,1.02,70.0,25.0,6.4,14.0,"Luxoflux, Inc.",E,1
2024,NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,90.0,17.0,6.2,91.0,Visual Concepts,E,1
2025,Tom Clancy's Ghost Recon Advanced Warfighter 2,X360,2007.0,Shooter,Ubisoft,0.87,0.05,0.02,0.08,1.02,86.0,58.0,8.1,89.0,"Red Storm Entertainment, Ubisoft Paris",T,1
2026,Sonic Unleashed,PS3,2008.0,Platform,Sega,0.56,0.32,0.01,0.14,1.02,54.0,24.0,7.9,130.0,Sonic Team,E10+,0
2029,Disney Universe,Wii,2011.0,Action,Disney Interactive Studios,0.64,0.28,0.0,0.1,1.02,61.0,11.0,6.0,5.0,Eurocom Entertainment Software,E10+,0
2030,Dance on Broadway,Wii,2010.0,Misc,Ubisoft,0.25,0.65,0.0,0.12,1.02,48.0,6.0,3.3,4.0,Longtail Studios,E10+,0
2031,LEGO Indiana Jones 2: The Adventure Continues,X360,2009.0,Action,Activision,0.62,0.31,0.0,0.09,1.02,71.0,41.0,7.4,25.0,Traveller's Tales,E10+,2
2033,Bulletstorm,X360,2011.0,Shooter,Electronic Arts,0.61,0.32,0.01,0.08,1.02,84.0,83.0,7.6,439.0,"Epic Games, People Can Fly",M,2
2034,Skylanders SWAP Force,PS3,2013.0,Platform,Activision,0.43,0.42,0.0,0.17,1.02,83.0,31.0,5.3,33.0,Vicarious Visions,E10+,2
2035,Madden NFL 07,XB,2006.0,Sports,Electronic Arts,0.97,0.03,0.0,0.03,1.02,83.0,27.0,8.7,6.0,EA Tiburon,E,1
2036,Sonic Generations,3DS,2011.0,Platform,Sega,0.44,0.47,0.01,0.09,1.02,66.0,29.0,6.9,108.0,"Sega, Dimps Corporation",E,1
2037,Rock Band 2,Wii,2008.0,Misc,MTV Games,0.93,0.01,0.0,0.08,1.02,92.0,10.0,7.7,45.0,Harmonix Music Systems,T,0
2038,Harry Potter and the Prisoner of Azkaban,PS2,2004.0,Action,Electronic Arts,0.5,0.39,0.0,0.13,1.02,70.0,29.0,8.7,29.0,EA Games,E,1
2039,Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80.0,40.0,8.2,89.0,Koei,E,1
2040,Wall-E,Wii,2008.0,Platform,THQ,0.51,0.4,0.0,0.11,1.01,51.0,18.0,3.6,8.0,Heavy Iron Studios,E,0
2042,Naruto: Clash of Ninja Revolution,Wii,2007.0,Fighting,Tomy Corporation,0.44,0.46,0.0,0.11,1.01,74.0,23.0,8.0,27.0,8ing/Raizing,T,1
2044,Ace Combat 6: Fires of Liberation,X360,2007.0,Simulation,Atari,0.69,0.04,0.22,0.06,1.01,80.0,54.0,7.9,101.0,Project Aces,T,1
2045,The Simpsons Game,Wii,2007.0,Action,Electronic Arts,0.45,0.46,0.0,0.11,1.01,64.0,19.0,6.1,38.0,"Electronic Arts, Rebellion",T,0
2049,Ninja Gaiden II,X360,2008.0,Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,81.0,74.0,8.0,302.0,"Team Ninja, Tecmo",M,2
2050,Assassin's Creed: Rogue,X360,2014.0,Action,Ubisoft,0.58,0.34,0.0,0.09,1.01,72.0,32.0,7.3,318.0,Ubisoft,M,2
2051,Rayman Legends,PS4,2014.0,Platform,Ubisoft,0.22,0.64,0.0,0.16,1.01,90.0,16.0,8.5,525.0,Ubisoft Montpellier,E10+,1
2053,Prince of Persia,X360,2008.0,Action,Ubisoft,0.54,0.34,0.02,0.1,1.01,81.0,73.0,7.0,189.0,Ubisoft Montreal,T,0
2055,ZombiU,WiiU,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.0,70.0,7.7,758.0,Ubisoft Montpellier,M,2
2056,Pokken Tournament,WiiU,2016.0,Fighting,Namco Bandai Games,0.5,0.26,0.17,0.08,1.01,76.0,74.0,8.0,273.0,Bandai Namco Games,E10+,2
2057,Ford Racing 2,PS2,2003.0,Racing,Empire Interactive,0.49,0.38,0.0,0.13,1.0,51.0,5.0,8.0,8.0,Razorworks Studios,E,1
2059,NERF N-Strike Elite,Wii,2009.0,Shooter,Electronic Arts,0.93,0.0,0.0,0.07,1.0,67.0,12.0,4.5,6.0,EA Salt Lake,E10+,2
2060,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment,0.41,0.35,0.03,0.21,1.0,86.0,73.0,8.4,255.0,Ready at Dawn,M,2
2067,SoulCalibur II,XB,2003.0,Fighting,Namco Bandai Games,0.78,0.18,0.03,0.0,1.0,92.0,39.0,8.9,54.0,Namco,T,0
2073,Dynasty Warriors 3: Xtreme Legends,PS2,2002.0,Action,Tecmo Koei,0.13,0.1,0.74,0.03,1.0,72.0,16.0,9.3,54.0,Omega Force,T,0
2074,Rayman Origins,PS3,2011.0,Platform,Ubisoft,0.33,0.49,0.01,0.17,1.0,87.0,43.0,8.4,238.0,UBlart Montpellier,E10+,2
2076,NFL Fever 2002,XB,2000.0,Sports,Microsoft Game Studios,0.74,0.21,0.0,0.04,0.99,79.0,24.0,8.5,10.0,Microsoft Game Studios,E,1
2077,Just Dance 2014,X360,2013.0,Misc,Ubisoft,0.72,0.17,0.0,0.1,0.99,79.0,16.0,7.8,33.0,Ubisoft,E10+,1
2078,NCAA Football 12,X360,2011.0,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99,82.0,25.0,6.6,49.0,EA Sports,E,1
2080,UFC Undisputed 3,X360,2012.0,Action,THQ,0.72,0.2,0.0,0.08,0.99,85.0,60.0,7.6,88.0,Yuke's,T,0
2081,Kirby: Mass Attack,DS,2011.0,Platform,Nintendo,0.48,0.06,0.41,0.05,0.99,83.0,46.0,8.6,55.0,HAL Labs,E,1
2082,Haze,PS3,2008.0,Shooter,Ubisoft,0.49,0.33,0.02,0.15,0.99,55.0,65.0,6.5,294.0,Free Radical Design,M,2
2083,Oddworld: Abe's Exoddus,PS,1998.0,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99,88.0,13.0,9.1,69.0,Oddworld Inhabitants,T,0
2084,The Bouncer,PS2,2000.0,Action,Sony Computer Entertainment,0.3,0.23,0.38,0.08,0.99,66.0,20.0,8.0,35.0,DreamFactory,T,0
2085,DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,87.0,63.0,8.2,94.0,Codemasters,T,2
2086,Guitar Hero: Aerosmith,PS3,2008.0,Misc,Activision,0.73,0.15,0.0,0.11,0.99,70.0,39.0,5.0,26.0,Neversoft Entertainment,T,0
2087,Shadow The Hedgehog,GC,2005.0,Platform,Sega,0.76,0.2,0.0,0.03,0.99,51.0,22.0,6.6,120.0,Sonic Team,E10+,0
2088,EyePet,PS3,2009.0,Simulation,Sony Computer Entertainment,0.35,0.52,0.04,0.08,0.99,70.0,35.0,8.2,20.0,SCEE London Studio,E,2
2089,Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78.0,48.0,8.1,84.0,Capcom,T,1
2090,Ace Combat X: Skies of Deception,PSP,2006.0,Simulation,Namco Bandai Games,0.37,0.3,0.12,0.19,0.99,75.0,26.0,8.3,30.0,Project Aces,T,0
2091,Dark Souls,X360,2011.0,Role-Playing,Namco Bandai Games,0.64,0.27,0.0,0.09,0.99,89.0,66.0,8.4,1106.0,From Software,M,2
2094,Midnight Club: LA Remix,PSP,2008.0,Racing,Take-Two Interactive,0.52,0.27,0.0,0.19,0.98,79.0,26.0,8.7,43.0,Rockstar London,T,0
2095,Pro Evolution Soccer 2008,PSP,2008.0,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98,80.0,17.0,6.8,11.0,Konami,E,1
2098,FIFA Soccer 10,Wii,2009.0,Sports,Electronic Arts,0.23,0.64,0.0,0.11,0.98,75.0,21.0,6.2,17.0,EA Sports,E,1
2099,Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77.0,55.0,8.2,336.0,Namco Bandai Games,T,2
2100,Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98,91.0,48.0,7.9,3450.0,Bethesda Game Studios,M,2
2101,Mario Party Advance,GBA,2005.0,Misc,Nintendo,0.5,0.19,0.28,0.02,0.98,54.0,27.0,5.4,34.0,Hudson,E,1
2103,Zoo Tycoon DS,DS,2005.0,Strategy,THQ,0.86,0.03,0.01,0.08,0.98,44.0,19.0,6.6,25.0,Altron,E,1
2105,WWE SmackDown vs Raw 2008,Wii,2007.0,Fighting,THQ,0.38,0.5,0.0,0.11,0.98,59.0,13.0,5.9,18.0,Yuke's,T,0
2107,Dead Space 3,X360,2013.0,Action,Electronic Arts,0.64,0.26,0.0,0.08,0.98,78.0,68.0,6.4,694.0,Visceral Games,M,2
2110,Tom Clancy's Splinter Cell: Blacklist,X360,2013.0,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,82.0,58.0,7.5,383.0,Ubisoft Toronto,M,2
2112,NBA 2K10,X360,2009.0,Sports,Take-Two Interactive,0.88,0.02,0.0,0.08,0.97,82.0,46.0,7.6,34.0,Visual Concepts,E,1
2113,NCAA Football 06,XB,2005.0,Sports,Electronic Arts,0.73,0.21,0.0,0.03,0.97,87.0,38.0,8.3,27.0,EA Sports,E,1
2115,Grand Theft Auto: San Andreas,PC,2005.0,Action,Take-Two Interactive,0.0,0.93,0.0,0.04,0.97,93.0,47.0,8.9,1841.0,Rockstar North,M,2
2116,Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97,81.0,31.0,5.3,33.0,EA Tiburon,E,1
2117,Fire Emblem,GBA,2003.0,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97,88.0,31.0,9.2,144.0,Intelligent Systems,E,1
